CBO,DCC,ExportCoupling,ImportCoupling,NOM,WMC,Defect
14,11,1,13,41,110,1
1,1,1,1,6,7,0
9,2,2,7,10,17,0
12,12,1,23,11,11,1
14,3,9,6,9,11,0
2,1,1,2,4,6,1
4,1,3,2,21,87,0
2,1,1,2,4,34,0
8,1,4,5,12,18,1
3,0,3,0,5,6,0
10,3,5,6,9,23,0
3,1,3,2,5,15,0
4,2,3,3,5,7,0
6,3,2,6,8,22,0
4,1,2,3,6,8,0
40,17,15,32,85,275,1
4,0,3,1,6,18,0
19,3,10,10,19,58,0
2,0,1,1,7,21,0
11,3,6,6,12,24,0
16,2,7,9,11,44,0
9,2,7,3,5,12,0
22,4,7,15,24,96,0
2,0,1,1,6,14,0
13,6,8,7,38,72,0
5,1,4,2,1,4,0
8,3,2,9,7,15,0
14,2,11,3,9,11,0
31,5,19,15,11,46,0
6,1,4,3,5,7,0
14,3,9,5,4,7,0
2,1,3,1,4,4,0
3,2,1,3,8,13,0
8,2,3,5,1,4,0
13,3,4,9,8,33,0
8,1,8,1,10,10,0
10,3,1,10,8,29,0
9,1,8,2,4,11,0
7,3,1,8,10,18,0
1,0,1,0,4,4,0
3,0,2,1,6,19,0
15,4,3,12,25,56,1
3,0,2,1,9,17,0
5,1,2,3,8,14,0
7,1,2,5,9,21,0
4,0,3,1,9,23,0
9,1,2,7,23,61,0
8,8,1,14,6,6,0
13,3,9,5,25,47,0
3,0,1,2,5,10,0
11,2,5,6,15,24,0
2,1,1,2,4,5,0
2,1,1,2,7,21,0
2,1,1,2,15,47,0
6,2,1,5,8,20,0
2,1,1,2,6,11,0
15,9,1,14,40,136,0
2,1,1,2,6,8,0
2,1,1,2,9,33,1
11,2,4,7,10,17,1
10,10,1,19,9,9,0
14,3,9,6,9,11,0
3,1,2,2,6,8,0
6,1,2,5,12,18,1
22,6,15,8,34,57,0
5,1,2,3,5,13,0
4,0,4,0,0,0,0
4,1,3,2,19,19,0
39,4,33,7,69,124,1
7,3,3,4,22,68,0
9,3,3,6,4,4,0
32,2,24,8,42,119,0
6,1,5,2,11,12,0
0,0,0,0,2,2,0
6,4,1,5,6,20,0
4,2,0,5,11,18,0
10,1,7,5,8,25,0
14,0,11,3,21,40,0
10,3,8,4,5,7,0
2,0,1,1,1,1,0
8,1,3,5,1,8,0
9,2,4,6,7,27,0
23,3,17,7,12,46,0
3,1,1,3,3,5,0
4,1,3,2,2,2,0
4,1,3,2,3,6,0
2,1,1,2,2,2,0
36,3,35,6,6,9,0
18,2,2,18,2,21,0
3,1,2,2,2,2,0
14,1,12,3,5,14,0
13,2,4,9,3,32,0
3,1,2,2,2,2,0
3,1,2,2,2,2,0
12,2,8,4,22,205,0
6,1,5,2,2,2,0
16,3,14,5,5,11,0
20,4,14,8,16,63,0
4,1,3,2,4,4,0
13,3,11,5,4,9,0
14,3,9,7,5,18,0
6,1,5,2,2,2,0
24,1,21,5,19,50,0
17,2,17,4,26,126,0
6,2,5,2,5,6,0
12,2,9,4,6,16,0
17,4,12,7,10,45,0
12,1,8,4,8,46,0
7,3,5,4,9,26,0
14,2,10,4,9,48,0
4,3,1,5,20,30,0
3,1,1,3,11,17,0
3,1,1,3,8,8,0
4,2,1,4,8,10,0
3,1,1,3,6,6,0
16,15,1,28,27,59,0
4,2,1,4,8,16,0
4,0,2,2,1,1,0
4,2,1,5,9,11,0
4,5,1,7,32,48,0
7,7,5,8,5,7,0
6,4,2,7,10,11,0
3,1,1,3,6,6,0
4,2,1,4,8,9,0
3,2,1,4,7,10,0
2,1,0,3,8,8,0
3,2,1,4,11,14,0
5,1,3,3,9,11,0
9,1,4,6,11,20,0
5,1,3,3,8,10,0
9,7,4,8,11,16,0
1,2,1,2,2,2,0
13,6,17,6,5,8,0
11,2,8,4,20,37,0
4,1,5,2,6,7,0
7,1,5,3,9,13,0
2,0,1,1,0,0,0
6,1,5,2,4,4,0
2,0,1,1,7,22,0
9,2,8,3,20,20,0
16,6,6,12,35,93,0
7,5,1,7,8,25,0
11,12,3,19,11,25,0
16,5,6,13,14,36,0
11,3,3,9,12,26,0
6,2,3,5,12,18,1
4,0,1,3,12,29,0
8,1,3,5,18,50,0
7,1,6,2,4,4,0
17,10,10,16,17,25,0
3,0,2,1,4,6,0
22,8,12,15,31,54,0
5,1,2,3,7,8,0
8,4,1,7,20,105,0
6,1,6,3,6,6,0
5,1,3,3,6,6,0
11,6,6,7,12,17,0
1,2,1,2,2,2,0
6,1,4,4,6,6,0
17,6,21,6,5,7,0
19,2,20,4,14,30,0
11,2,7,5,14,17,0
1,0,1,0,2,11,1
41,0,36,5,11,58,1
1,0,0,1,4,5,1
3,0,3,0,0,0,0
1,0,1,0,21,41,0
26,3,20,6,9,62,1
4,1,2,2,3,23,0
2,0,2,0,2,21,0
20,1,14,6,15,81,1
14,2,4,10,5,26,1
34,0,33,1,13,59,0
15,0,15,0,11,46,0
10,0,10,0,3,6,0
9,0,9,0,7,91,0
6,0,5,1,5,6,0
8,0,6,2,2,12,0
9,0,8,1,9,18,0
18,0,17,1,8,43,0
6,0,6,0,13,30,0
1,0,0,1,1,1,0
1,0,0,1,1,1,0
1,0,0,1,1,1,0
1,0,0,1,1,1,0
1,0,0,1,1,1,0
2,0,1,1,2,11,0
1,0,1,0,6,27,0
12,0,12,0,0,0,1
10,0,10,0,14,26,0
7,0,6,1,5,16,0
1,0,1,0,1,1,0
5,0,2,3,1,4,0
1,0,1,0,2,2,0
5,0,3,2,1,2,0
4,0,2,2,1,2,0
0,0,0,0,2,3,0
4,0,3,2,1,1,0
9,0,9,0,1,1,0
12,2,2,12,27,72,0
13,1,4,10,10,60,0
11,0,1,10,3,62,0
7,2,1,7,16,130,0
1,1,1,1,2,3,1
2,0,1,1,3,4,0
11,1,8,5,13,39,0
8,0,1,7,3,8,0
11,1,2,10,6,11,0
1,1,0,1,1,5,0
4,1,1,3,1,5,0
5,1,1,4,4,35,0
5,1,1,4,1,11,0
3,1,1,2,1,4,0
3,1,1,2,1,2,0
4,1,1,3,1,3,0
1,0,0,1,1,4,0
159,39,104,60,74,361,1
0,0,0,0,6,6,1
384,4,380,9,24,45,1
165,0,164,1,5,6,1
526,0,526,0,0,0,1
1,0,1,0,2,2,0
9,0,8,1,27,38,1
7,0,3,4,9,34,1
11,2,0,11,3,46,0
8,0,0,8,1,4,1
12,4,0,12,5,24,0
15,6,2,14,7,42,0
8,2,4,4,5,9,0
4,2,1,5,1,1,0
5,4,1,7,1,1,0
4,1,1,3,8,13,0
10,3,8,5,22,31,0
2,0,1,1,8,11,0
4,1,1,4,20,44,0
6,2,3,5,7,13,0
1,0,1,1,9,22,0
1,2,0,2,7,7,0
1,1,0,2,5,14,0
3,2,0,3,5,6,0
3,1,2,1,7,7,0
2,0,3,0,8,18,0
6,1,1,5,5,25,0
1,0,0,1,1,3,0
5,0,2,3,14,55,0
1,0,0,1,1,6,0
7,2,1,6,5,10,0
1,0,0,1,1,1,0
10,2,1,9,14,36,0
2,0,1,1,0,0,1
1,0,0,1,1,1,1
1,2,0,3,2,5,0
6,1,5,2,5,6,0
9,2,4,6,5,22,0
6,1,1,5,2,11,0
5,1,1,4,2,3,0
5,1,1,4,2,5,0
5,1,1,4,2,7,0
9,2,1,8,3,11,0
7,3,1,8,2,8,0
7,3,1,8,2,8,0
7,1,1,6,3,14,0
7,1,1,6,3,10,0
5,1,1,4,2,2,0
6,2,5,3,2,3,0
7,1,1,7,3,5,0
7,1,1,6,2,9,0
14,3,1,14,3,10,0
4,1,1,3,3,3,0
9,1,1,8,2,12,0
2,1,1,2,3,3,0
15,2,1,15,5,17,0
4,1,1,4,4,4,0
6,1,1,5,3,6,0
6,1,1,5,3,7,0
4,1,0,4,3,4,0
3,1,0,3,3,4,0
3,1,0,3,3,4,0
5,1,1,4,2,5,0
5,1,1,4,3,5,0
4,1,1,3,3,5,0
5,1,1,4,3,5,0
6,1,1,5,3,6,0
4,1,1,3,2,2,0
8,1,1,8,2,7,0
5,1,1,4,3,5,0
5,1,1,4,2,2,0
2,1,1,2,4,6,0
6,1,1,5,2,8,0
4,1,1,3,3,3,0
37,0,1,36,6,87,0
5,1,1,4,3,6,0
8,1,1,7,3,12,0
4,1,1,4,3,3,0
7,0,2,5,4,25,0
18,1,2,17,6,20,0
5,1,0,5,8,50,0
3,0,0,3,1,2,0
2,3,0,4,6,16,0
12,3,3,10,16,59,0
1,0,1,0,10,10,0
4,3,1,6,1,4,0
5,2,1,5,8,10,0
95,0,95,0,11,15,0
19,2,12,9,18,51,0
1,2,1,2,6,6,0
8,0,8,0,10,17,0
2,0,2,0,7,12,0
4,2,2,3,4,8,0
6,1,2,4,8,10,0
3,2,0,3,21,47,0
16,0,16,0,5,9,0
8,3,4,4,21,43,0
14,2,8,6,3,8,0
0,1,0,1,9,11,1
3,0,0,3,4,22,0
2,1,0,3,1,1,0
19,0,19,0,7,7,0
7,3,1,7,12,19,0
5,1,1,4,11,38,0
4,2,1,3,8,25,0
137,7,176,22,76,195,0
41,1,37,5,22,33,0
144,2,151,8,31,101,0
10,2,5,6,15,31,1
2,4,0,5,4,9,0
8,1,7,3,9,31,1
11,2,13,3,6,6,0
7,2,1,7,19,34,0
10,1,8,2,1,1,0
13,4,2,12,13,28,1
2,0,1,1,4,16,0
80,2,85,4,13,16,0
44,5,49,16,54,116,1
2,0,1,1,2,7,1
2,2,1,3,9,20,0
7,3,1,8,1,8,1
39,4,31,8,32,46,0
21,1,21,1,11,15,0
1,0,0,1,1,1,0
2,0,2,0,4,4,0
2,0,1,1,7,9,0
27,3,22,7,8,8,0
5,1,1,4,1,2,0
11,3,7,5,6,7,0
10,1,5,6,2,3,1
1,0,1,0,5,9,0
7,0,6,1,2,5,0
5,0,2,3,3,5,0
9,3,1,10,4,14,0
4,0,2,3,14,38,0
15,3,3,12,10,31,0
0,0,0,0,0,0,0
9,0,8,1,1,3,0
8,1,1,7,10,11,0
4,2,1,4,4,28,0
18,2,1,17,16,51,0
15,2,3,12,31,109,0
14,8,1,18,21,33,1
0,0,0,0,3,3,0
5,2,1,4,3,25,0
12,4,5,9,9,21,1
3,2,1,4,2,3,0
3,1,1,3,2,7,0
17,3,5,14,9,17,0
16,3,6,12,10,22,1
7,4,2,6,9,22,0
6,2,1,6,6,22,0
2,0,2,0,1,3,0
3,0,2,1,3,12,0
19,4,1,19,32,175,0
3,1,1,3,3,5,0
14,3,10,5,15,16,0
7,0,2,5,7,8,0
3,1,3,1,1,1,0
6,7,1,8,7,18,0
3,0,1,2,4,9,0
9,4,0,11,15,19,0
0,0,0,0,0,0,0
4,0,1,3,4,7,0
7,2,1,6,4,12,0
6,2,1,5,5,16,0
7,3,1,9,5,10,0
3,2,1,4,1,2,0
25,10,2,24,28,89,0
14,3,2,14,7,20,0
4,2,2,3,2,3,0
7,0,1,6,1,3,0
8,0,1,7,1,3,0
5,3,1,4,4,8,0
6,1,1,5,9,16,0
8,4,1,8,9,12,0
17,5,2,16,22,38,0
6,1,1,5,9,16,0
17,5,1,17,26,55,0
10,6,1,10,18,25,0
2,0,3,0,2,2,0
7,9,1,10,7,21,0
3,1,1,2,11,23,0
4,0,2,2,4,9,0
17,3,2,16,9,28,0
13,6,0,15,18,24,0
7,1,2,5,4,4,0
7,2,1,6,4,13,0
6,2,1,6,1,10,0
8,2,1,9,5,12,0
3,2,1,4,1,2,0
31,14,1,30,48,279,0
16,2,1,16,14,27,0
11,4,1,10,4,11,0
9,3,1,8,4,13,0
7,1,3,4,3,5,0
7,1,1,6,2,8,0
4,3,1,4,4,7,0
7,3,1,6,5,13,0
4,1,1,3,14,22,0
19,4,2,17,19,52,0
9,4,1,9,6,9,0
12,3,2,11,6,16,0
11,4,1,10,12,17,0
13,7,1,13,15,23,0
10,5,1,10,7,10,0
17,2,1,16,38,397,1
3,0,2,1,12,16,0
2,0,2,0,6,7,0
2,0,2,1,3,4,0
4,0,2,2,7,17,0
4,1,4,1,1,4,0
6,0,3,3,15,35,1
2,0,1,1,1,2,0
7,3,2,7,10,15,0
21,6,1,23,21,106,1
33,8,2,34,35,202,0
1,0,1,0,5,18,0
2,1,1,1,2,2,0
8,4,2,6,9,28,0
19,7,3,18,16,89,0
5,0,2,3,24,56,1
2,0,1,1,12,70,0
3,0,0,3,3,18,0
1,0,1,0,4,11,0
0,0,0,0,4,8,0
1,0,1,0,9,26,0
70,4,65,11,39,93,0
49,5,44,7,29,72,0
4,0,3,1,2,7,0
6,1,6,1,1,1,0
7,0,6,1,2,4,0
13,5,5,9,22,101,0
7,4,1,9,7,23,0
4,0,2,2,4,8,0
17,6,0,19,24,47,0
7,1,1,6,3,8,0
8,2,1,9,5,11,0
3,2,1,4,1,2,0
14,3,1,15,7,19,0
11,2,2,11,11,15,0
29,8,7,25,43,151,0
2,1,1,1,4,7,0
9,3,4,6,19,21,0
5,4,1,6,7,11,0
5,4,1,6,7,12,0
5,4,1,6,7,10,0
3,1,1,2,5,12,0
11,4,1,11,10,17,0
5,0,5,0,3,3,0
12,5,1,12,13,54,0
11,6,1,12,21,100,0
21,3,1,20,23,95,0
7,1,1,6,3,8,0
12,6,3,12,2,3,0
9,3,2,9,3,4,0
36,9,11,30,29,98,1
7,3,3,4,7,8,0
0,0,0,0,1,9,0
13,4,3,13,11,25,0
10,4,1,10,2,3,0
7,3,1,9,9,16,1
3,2,1,4,2,3,0
14,3,2,12,10,71,0
10,4,1,10,3,4,0
3,2,1,4,7,7,0
24,7,1,25,22,156,0
12,3,1,12,6,82,0
12,6,1,13,13,46,0
11,5,1,12,11,44,0
11,6,1,12,21,100,0
30,6,1,29,29,117,0
10,3,1,10,4,5,0
20,5,1,20,24,111,0
10,5,1,11,9,32,0
12,0,3,9,2,20,0
11,5,1,12,13,54,0
2,1,1,2,0,0,0
3,2,0,3,9,20,0
33,8,1,33,29,92,0
8,2,4,4,7,15,0
11,6,1,13,18,51,0
33,8,1,34,31,141,0
6,1,1,5,3,4,0
5,2,1,5,2,2,0
14,5,1,14,10,38,0
9,6,1,10,17,86,0
23,2,1,22,20,79,0
1,0,1,0,1,8,0
2,1,1,1,3,9,0
9,5,1,8,34,59,0
3,1,3,1,1,1,0
4,1,2,2,5,5,0
5,3,1,5,2,13,0
12,2,1,12,3,61,0
19,4,7,15,10,36,0
40,9,2,39,30,137,1
5,1,1,4,5,27,0
15,0,2,14,4,12,0
15,1,1,14,4,10,1
30,5,1,30,40,130,0
9,4,3,6,6,15,0
25,7,1,24,34,123,0
31,8,1,30,34,119,0
23,6,1,22,19,69,0
7,1,1,7,11,37,0
24,6,1,24,18,33,0
18,7,1,18,35,56,0
24,8,1,23,18,58,0
3,0,1,2,1,1,0
20,5,1,20,16,32,1
12,2,1,12,3,16,0
26,3,1,25,17,53,0
18,3,1,18,3,18,0
44,16,1,43,68,330,1
5,2,3,3,6,12,1
21,5,1,22,21,66,0
22,10,3,22,28,58,0
40,8,1,39,34,165,0
2,0,1,1,3,11,0
7,2,7,3,3,3,0
7,3,2,7,6,19,0
7,2,1,6,6,50,1
30,5,1,30,40,178,0
15,3,1,14,16,47,0
7,1,2,5,4,4,0
69,11,30,46,43,287,0
7,0,0,7,6,16,0
1,0,0,1,1,21,0
14,4,1,15,3,21,0
5,1,1,5,2,18,0
21,6,4,20,12,64,0
14,6,2,13,15,49,0
2,0,1,1,1,2,0
10,2,1,9,2,4,0
5,1,1,4,6,9,0
24,4,1,25,19,78,0
3,0,1,2,1,1,0
8,1,3,5,2,8,0
5,4,1,6,3,9,0
20,7,1,21,16,54,0
11,2,1,12,6,26,0
9,6,1,12,12,30,0
3,1,2,2,3,6,0
17,4,1,18,7,59,0
39,8,1,41,50,163,0
1,0,1,0,3,3,0
14,0,1,14,3,13,0
4,2,1,5,3,10,0
5,2,1,5,3,4,0
11,3,2,9,6,26,0
16,5,1,15,8,18,0
17,4,10,7,18,34,0
17,2,1,17,3,12,1
7,2,1,7,3,5,0
9,2,1,9,7,23,0
14,3,6,10,6,12,0
7,2,1,7,2,4,0
16,8,1,17,13,19,0
15,7,1,15,12,16,0
10,0,1,9,3,3,0
12,1,3,9,4,6,0
18,7,1,18,15,33,0
26,6,1,25,30,109,1
28,7,1,28,14,50,1
17,6,1,16,15,31,0
20,8,2,20,27,74,0
10,0,1,9,3,3,0
15,3,1,15,8,15,1
27,7,2,26,32,106,0
20,6,1,22,19,25,0
0,0,0,0,0,0,0
7,1,2,5,1,3,0
18,6,1,18,23,42,1
8,3,1,9,6,11,0
3,2,1,4,1,2,0
6,2,2,5,5,8,0
5,1,1,5,3,7,0
15,6,1,14,39,94,1
16,7,1,16,12,17,0
9,0,1,8,3,3,0
17,8,1,17,13,23,0
22,7,8,14,35,72,0
17,6,1,17,19,54,0
34,12,12,32,38,219,0
4,1,2,2,9,23,0
3,2,1,3,3,21,0
16,1,1,15,13,24,0
8,1,1,7,4,6,0
3,0,1,2,2,16,0
9,1,1,8,2,10,0
8,1,1,7,4,5,0
6,1,1,5,1,3,0
3,0,2,1,4,4,0
15,7,3,14,8,19,1
6,4,1,7,4,5,0
6,0,1,5,2,9,0
24,8,9,21,24,45,0
5,1,1,4,4,4,0
11,6,1,13,5,19,0
4,3,1,5,4,5,0
12,3,2,10,9,32,0
19,5,1,21,12,23,1
17,4,1,19,4,44,0
22,3,1,22,14,42,1
9,4,1,11,10,23,0
3,2,1,4,2,3,0
13,5,1,15,8,28,1
1,1,1,1,1,1,0
11,6,3,12,10,13,1
4,0,0,4,2,6,0
13,7,1,14,13,51,0
6,5,1,8,4,10,0
7,2,1,7,10,10,0
8,4,1,9,8,10,0
12,2,1,13,3,7,0
10,4,1,10,2,3,0
12,4,1,12,14,24,0
14,5,1,15,16,48,0
28,10,1,29,38,148,0
11,4,1,12,12,24,0
10,5,1,11,16,33,0
13,4,1,13,4,5,0
9,4,1,10,11,17,0
7,2,1,6,11,30,0
12,6,1,13,21,49,0
26,9,4,27,21,42,1
0,0,0,0,1,1,0
6,1,5,1,3,16,0
8,3,1,10,10,17,1
3,2,1,4,2,3,0
10,1,2,8,3,19,0
11,1,2,10,4,22,0
3,2,1,4,8,8,0
12,3,1,13,6,35,0
4,2,1,5,1,1,0
5,3,1,6,2,2,0
11,3,1,10,8,26,0
13,7,1,13,12,18,0
9,0,2,7,3,3,0
33,7,1,32,32,148,0
11,1,1,10,4,4,0
14,6,1,13,12,33,1
20,5,1,19,21,47,0
13,6,1,12,11,26,0
11,2,1,10,12,30,0
19,5,1,18,20,49,0
5,1,2,3,1,3,0
9,0,1,8,10,12,0
14,7,1,14,15,27,0
16,6,2,17,19,25,0
0,0,0,0,0,0,0
8,0,2,6,3,6,0
7,3,1,9,5,10,0
3,2,1,4,1,2,0
11,5,1,11,3,13,0
12,4,1,11,11,26,1
8,0,8,0,3,3,0
2,0,2,0,3,15,0
2,0,0,2,1,2,0
1,0,1,0,2,4,0
7,1,5,2,9,19,0
3,0,1,2,1,2,0
14,2,10,8,11,26,0
12,1,9,3,9,21,0
1,0,1,0,1,3,0
4,0,4,0,23,48,1
4,0,2,2,1,4,0
14,6,4,10,12,83,0
1,0,0,1,2,8,0
4,0,4,0,0,0,0
8,2,2,6,2,20,0
1,0,1,0,2,2,0
1,0,1,0,2,2,0
1,0,1,0,1,1,0
6,1,3,3,1,1,0
1,0,1,0,4,18,0
3,1,1,2,3,9,0
6,1,4,2,5,7,0
2,0,2,0,1,12,0
7,1,1,6,1,3,0
5,4,1,6,3,8,0
18,7,2,17,9,47,0
3,1,2,1,6,11,0
6,0,4,2,2,10,0
3,0,1,2,1,2,0
5,1,1,4,9,24,0
10,1,4,6,4,21,0
17,8,8,10,15,43,0
1,0,1,0,3,12,0
3,0,2,1,0,0,0
4,1,1,4,3,8,0
1,0,1,0,1,5,0
3,1,1,3,3,8,0
19,6,6,15,10,42,0
2,0,2,0,1,5,0
8,1,6,3,6,18,0
7,7,1,10,7,23,0
4,0,2,2,4,9,0
3,1,1,3,5,18,0
4,1,1,4,11,32,0
16,6,0,18,29,52,0
0,0,0,0,1,1,0
4,1,1,4,3,7,0
5,3,1,5,2,5,0
7,2,1,6,4,9,0
1,0,1,0,2,4,0
5,2,1,5,1,12,0
8,2,1,9,5,11,0
3,2,1,4,1,2,0
18,4,1,18,10,32,0
12,2,2,12,12,18,0
34,14,9,32,49,188,0
8,0,1,7,1,2,0
8,0,1,7,1,2,0
6,1,4,2,4,6,0
8,0,1,7,1,2,0
4,1,1,3,5,13,0
4,0,3,1,1,7,0
12,5,5,9,25,29,0
5,5,1,7,13,16,0
9,5,1,11,20,24,0
9,5,1,11,15,19,0
9,5,1,11,17,21,0
4,0,2,2,18,33,0
12,2,2,10,6,23,0
3,0,5,1,8,20,0
0,0,0,0,2,2,0
0,0,0,0,4,4,0
0,0,0,0,0,0,0
4,0,3,1,2,4,0
8,1,11,1,5,6,0
3,0,2,1,1,2,0
6,1,7,1,4,4,0
2,0,1,1,7,13,0
19,6,2,17,33,90,1
3,0,1,2,5,9,0
7,1,3,4,12,24,1
11,1,6,5,9,40,1
4,1,2,3,7,14,0
6,1,1,5,11,24,1
18,1,3,15,7,25,0
4,0,0,4,9,24,1
1,0,1,0,4,6,1
9,1,3,6,18,46,0
4,1,1,4,5,10,0
21,4,1,20,18,74,1
19,0,11,8,16,77,1
14,1,6,8,17,102,1
3,0,1,2,3,7,0
8,0,4,5,12,39,0
21,2,12,10,9,79,1
9,2,6,5,9,33,0
17,1,9,10,20,105,1
11,4,1,13,22,90,0
6,1,2,4,5,12,0
7,1,6,2,10,24,0
1,0,0,1,2,8,0
4,1,2,3,1,1,0
2,0,0,2,14,28,0
2,0,1,1,1,5,0
3,0,1,2,3,10,0
6,1,1,6,10,46,1
5,1,1,5,11,37,1
14,3,1,14,11,52,1
5,0,2,3,10,12,0
6,1,3,3,12,32,1
1,1,0,1,1,1,0
11,4,2,12,20,54,1
4,2,1,4,7,23,1
10,0,7,3,4,15,0
6,1,2,4,9,18,0
3,0,1,2,3,8,0
13,4,2,12,8,29,0
4,0,2,2,9,10,0
4,3,1,5,1,1,0
20,8,1,19,18,66,0
10,0,3,7,4,12,0
25,6,1,25,9,44,0
11,4,8,5,15,49,0
14,1,7,9,12,21,0
4,2,4,2,5,6,0
9,1,1,8,5,19,0
5,2,4,3,6,12,0
3,0,3,0,6,106,0
2,0,1,1,5,6,0
15,0,15,0,16,35,1
1,0,1,0,15,24,1
3,0,3,0,3,7,0
22,0,18,4,6,11,0
2,0,2,0,3,7,0
56,1,57,1,18,64,0
3,0,0,3,3,12,0
11,3,4,7,12,28,0
12,0,2,10,18,70,0
2,0,2,0,6,9,0
7,0,6,1,11,26,0
1,0,1,0,16,21,0
14,0,13,2,7,9,0
23,0,22,1,5,6,0
1,0,1,0,4,4,0
9,0,8,1,6,7,0
17,0,12,5,18,23,0
4,1,0,4,8,12,0
6,3,0,6,7,20,1
5,2,1,5,6,9,1
3,0,0,3,5,10,1
4,2,1,5,3,11,0
8,0,0,8,5,5,1
5,0,2,3,26,91,0
3,0,3,0,2,3,0
2,0,0,2,1,1,0
4,0,1,3,4,10,0
1,0,1,0,1,1,1
5,2,2,4,11,15,1
1,0,1,0,2,8,0
1,0,1,0,1,1,1
14,4,1,14,15,54,1
11,2,1,11,14,32,1
4,1,2,2,12,13,1
21,10,6,23,33,94,1
39,5,1,39,33,200,1
14,3,2,15,12,28,1
4,2,1,5,3,3,0
3,1,0,3,9,25,0
2,0,0,2,4,10,0
3,0,0,3,8,24,0
6,0,2,4,2,10,0
18,6,6,13,13,87,1
1,0,0,1,1,1,0
15,0,0,15,4,16,0
16,3,2,14,5,22,0
1,0,0,1,1,1,0
3,0,0,3,2,4,0
6,0,2,4,5,22,0
4,1,2,2,6,11,0
4,0,0,4,5,31,0
5,0,0,5,4,30,0
5,0,0,5,6,33,0
3,0,0,3,4,22,0
4,1,2,2,4,19,0
1,0,1,0,1,4,0
3,0,3,0,8,11,0
5,0,8,0,1,1,0
7,2,6,2,5,5,0
7,0,4,3,11,28,0
19,3,3,16,6,52,0
13,4,5,11,4,4,0
6,1,9,1,8,8,0
6,1,3,3,4,7,0
11,4,1,12,15,32,0
7,1,1,6,1,1,0
8,2,1,8,12,27,0
2,1,1,2,1,1,0
5,1,1,5,4,5,0
2,0,1,1,9,16,0
5,0,0,5,5,18,0
3,1,1,3,6,23,0
2,1,1,2,3,7,0
5,0,0,5,11,15,0
3,0,1,2,10,27,0
5,0,0,5,14,46,0
9,2,4,8,18,37,0
6,2,1,6,3,7,0
4,1,0,4,7,16,0
1,0,0,1,1,1,0
2,0,2,0,6,9,0
0,0,0,0,2,2,0
21,6,0,22,13,87,1
12,0,2,10,1,6,0
6,0,0,6,4,8,0
14,0,2,12,2,11,0
18,2,5,14,8,51,0
1,0,0,1,5,9,0
21,1,7,15,8,33,0
11,3,1,10,8,29,0
5,1,0,5,17,64,0
8,2,4,4,5,6,0
11,0,0,11,5,7,0
3,1,1,2,3,7,0
8,1,3,5,10,27,0
24,2,13,11,11,31,0
7,2,1,8,1,8,0
5,2,1,5,2,4,0
21,4,4,17,20,136,1
5,2,1,5,3,5,0
9,1,2,7,10,42,0
5,0,3,2,9,45,0
4,0,2,2,1,1,0
10,3,1,9,5,24,0
5,0,2,3,6,11,0
5,0,2,3,9,16,0
10,0,0,10,6,10,0
17,3,3,14,10,64,0
1,0,1,0,2,8,0
5,1,1,4,7,76,0
4,1,1,4,2,4,0
7,1,4,4,1,3,0
5,1,1,5,3,3,0
6,2,1,6,4,4,0
14,3,1,13,13,53,0
5,2,0,5,2,19,1
1,0,1,0,5,5,0
44,0,44,0,0,0,0
27,0,22,5,9,23,0
2,0,2,0,2,2,0
4,2,0,5,2,2,0
15,4,1,14,14,23,0
15,5,0,15,17,42,0
4,2,0,5,2,2,0
15,4,1,14,12,21,0
4,2,0,5,2,2,0
12,2,1,11,11,17,0
4,2,0,5,2,2,0
12,2,1,11,11,14,0
4,2,0,5,2,2,0
13,4,1,12,12,65,0
13,3,0,13,13,18,0
5,2,0,6,2,2,0
15,4,1,14,12,21,0
16,4,1,15,13,22,0
13,3,0,13,12,16,0
4,2,0,5,2,2,0
14,3,1,13,10,13,0
12,3,0,13,12,17,0
4,2,0,5,2,2,0
14,3,1,13,10,13,0
16,6,0,16,28,45,0
13,3,0,13,15,20,0
4,2,0,5,2,2,0
17,5,1,16,16,33,0
4,2,0,5,3,3,0
4,2,0,5,3,3,0
7,1,1,6,7,7,0
7,1,1,6,7,7,0
4,2,0,5,3,3,0
7,1,1,6,7,7,0
4,2,0,5,3,3,0
7,1,1,6,7,7,0
4,2,0,5,2,2,0
14,3,1,13,11,12,0
4,2,0,5,2,2,0
15,3,1,14,14,20,0
4,2,0,5,2,2,0
15,3,1,14,17,35,0
4,2,0,5,2,2,0
15,3,1,14,18,31,0
4,2,0,5,2,2,0
15,3,1,14,15,22,0
0,0,0,0,7,28,0
0,0,0,0,1,2,0
7,0,7,0,1,7,0
3,0,3,0,4,12,0
2,0,2,0,1,7,0
12,0,11,1,1,3,0
2,0,2,0,1,1,0
1,0,1,0,4,18,1
2,0,2,0,2,6,1
1,1,2,1,10,43,0
2,0,2,0,1,1,0
21,2,9,13,8,37,0
14,0,14,0,7,40,0
48,11,27,27,23,152,1
10,1,8,3,9,25,0
1,0,1,0,4,4,0
4,0,0,4,2,7,0
1,0,1,1,1,3,0
10,0,0,10,7,28,1
58,0,57,1,5,14,0
9,1,4,5,18,67,0
2,0,2,0,9,87,0
9,1,1,8,18,137,0
9,0,8,1,7,43,0
3,0,2,1,3,3,1
3,2,2,2,3,41,0
4,1,2,3,3,29,0
4,1,1,4,4,17,0
2,1,2,1,1,4,0
3,1,1,3,1,7,0
4,1,1,4,4,9,0
11,1,4,7,4,45,0
